ProteinName,Run,HP,LP,log2LP/HP
A0A0R0F6M9,3,2216495925.0,2799499611.2,0.3368882695577502
A0A0R0F761,1,82933846730.2,78773126184.6,-0.07425747902819185
A0A0R0F761,2,76432362558.7,85954549608.4,0.16939037874930862
A0A0R0F761,3,66094532559.82,73563599128.2,0.15446113115995103
A0A0R0F7N0,1,719862058.2,2297393783.5,1.6742057769944447
A0A0R0F7N0,2,694624150.0,1822565771.3,1.3916664034320805
A0A0R0F7N0,3,740323385.3,2255994447.5,1.6075360107498262
A0A0R0F859,1,5989053213.5,3800975592.0,-0.6559581899522458
A0A0R0F859,2,5779259071.6,3907035051.0,-0.5648103458784998
A0A0R0F859,3,6091251530.0,3995381207.0,-0.6084055197665531
A0A0R0F8Z5,1,453742989.3,438777750.0,-0.04838498255281395
A0A0R0F8Z5,2,464178673.0,403175439.3,-0.2032724834067581
A0A0R0F8Z5,3,562949996.8,388883910.2,-0.5336672372374013
A0A0R0FAD6,1,1600284829.5,2819597054.0,0.817160294572049
A0A0R0FAD6,2,1895319929.0,2771804329.5,0.5483840215187405
A0A0R0FAD6,3,1843164369.0,2575292406.5,0.48255151675426433
A0A0R0FB78,1,1163833891.5,1175121441.76,0.013924694475324576
A0A0R0FB78,2,1059410660.5,1159453292.1,0.13018277184050958
A0A0R0FB78,3,1038505605.6,1012106027.2,-0.03714857030244119
A0A0R0FCD1,1,5034853568.0,4212246058.0,-0.2573601062464345
A0A0R0FCD1,2,4855979555.9,4294548009.2,-0.17725604854680727
A0A0R0FCD1,3,4467685121.5,3916707285.5,-0.18988619680088933
A0A0R0FDT6,1,2395486440.2,3403578604.0,0.5067337814312327
A0A0R0FDT6,2,2152578661.3,3257931592.5,0.5978903528648633
A0A0R0FDT6,3,2367470776.2,3537627642.0,0.5794355857789436
A0A0R0FDV1,1,676666874.0,714686330.0,0.07886443009237983
A0A0R0FDV1,2,675172724.0,674156710.0,-0.0021726327157215704
A0A0R0FDV1,3,687545340.0,676143957.56,-0.024124411934986625
A0A0R0FE22,1,276618869.2,180157343.0,-0.6186421159248746
A0A0R0FE22,2,387731730.0,226718636.06,-0.7741558186347067
A0A0R0FE22,3,343501470.0,192353738.8,-0.8365544012855287
A0A0R0FEM3,1,196543393.0,267866601.0,0.4466668427174221
A0A0R0FEM3,2,195750740.2,260448814.0,0.41198210468876545
A0A0R0FEM3,3,246812132.0,287534629.0,0.22032240471778708
A0A0R0FFE9,1,52836539.1,1108923263.2,4.391479754887758
A0A0R0FFE9,2,89699041.6,1045809779.0,3.5433840846885083
A0A0R0FFE9,3,47080977.2,917634103.5,4.28470283954035
A0A0R0FIM6,1,16877702.0,53756598.0,1.6713233538181478
A0A0R0FIM6,2,6024813.0,36056960.0,2.5812893984326393
A0A0R0FIM6,3,500000.26128761296,49003656.0,6.61481672889889
A0A0R0FL97,1,504087498.7,424355378.0,-0.24840121481815816
A0A0R0FL97,2,472393204.6,263146833.0,-0.8441201796960522
A0A0R0FL97,3,269698420.2,279841666.0,0.05326371250004769
A0A0R0FLJ8,1,1334786459.14,1699067769.38,0.3481344411534522
A0A0R0FLJ8,2,1407167978.2,1649221445.3,0.22899056820344282
A0A0R0FLJ8,3,1170561439.22,1897591771.6,0.6969690000236399
A0A0R0FND9,1,2186395723.0,1332339447.22,-0.7145928504517662
A0A0R0FND9,2,1911473123.1,1727203683.9,-0.14624668926789272
A0A0R0FND9,3,2062656844.0,1729599375.5,-0.2540659184854163
A0A0R0FQ08,1,5738656814.4,4435869269.1,-0.3714962523149859
A0A0R0FQ08,2,5464324830.34,4235501242.0,-0.3675105355752115
A0A0R0FQ08,3,5974208118.0,4088011574.0,-0.5473482155187743
A0A0R0FQE0,1,9266748558.5,6111574975.0,-0.6005190108192668
