ProteinName,Run,HP,LP,log2LP/HP
A0A0R0HLZ4,3,375272526.2,360298787.0,-0.05874487928560658
A0A0R0HM17,1,7128441.9,44805232.0,2.6520085296097275
A0A0R0HM17,2,49756662.2,154087546.0,1.6307886476423372
A0A0R0HM17,3,37930448.0,33720536.0,-0.16972894291944998
A0A0R0HMG3,1,45012795.8,174778410.0,1.9571199026592292
A0A0R0HMG3,2,71432760.5,142786058.0,0.999197337683953
A0A0R0HMG3,3,116297552.0,78572014.0,-0.5657332832582415
A0A0R0HQQ2,1,19107075512.5,16579211786.5,-0.20473155998632378
A0A0R0HQQ2,2,15091742046.5,18348085120.440002,0.28187015909189583
A0A0R0HQQ2,3,19290271670.2,17708031026.3,-0.1234696550996288
A0A0R0HR30,1,8255753978.22,5238450166.1,-0.6562599360526001
A0A0R0HR30,2,6788197763.8,5986362893.059999,-0.18134885861692687
A0A0R0HR30,3,7846934386.2,4973459589.5,-0.6578793823941589
A0A0R0HSJ5,1,526764768.0,268266322.5,-0.973492902427054
A0A0R0HSJ5,2,358266881.7,269920125.0,-0.4085021396917001
A0A0R0HSJ5,3,561800754.3,373039342.8,-0.5907307683628592
A0A0R0HTQ0,1,519897428.0,742256068.0,0.5136899643647687
A0A0R0HTQ0,2,519407218.5,751441274.5,0.5327942971139591
A0A0R0HTQ0,3,565629980.3,685452695.5,0.27719851620314007
A0A0R0HW29,1,1761110038.0,2744004431.0,0.6397977564456895
A0A0R0HW29,2,2186395625.8,2440078826.0,0.15837327570591547
A0A0R0HW29,3,1686966713.1,2773187630.5,0.7171137237427228
A0A0R0HWX9,1,201714515.0,350714644.0,0.7979827698812442
A0A0R0HWX9,2,164930068.0,105280606.0,-0.6476147385523583
A0A0R0HWX9,3,187487814.0,160631792.0,-0.22303937180137587
A0A0R0HXE9,1,5464524584.26,5497741085.6,0.008742978844665123
A0A0R0HXE9,2,5173950626.0,4990830728.2,-0.05198631331231882
A0A0R0HXE9,3,5256320507.7,5621692642.0,0.09695133093894796
A0A0R0HXF6,1,568760140.0,250705051.0,-1.181829298458456
A0A0R0HXF6,2,473157630.0,215616274.0,-1.133854817951717
A0A0R0HXF6,3,402770530.0,306610580.0,-0.3935506478487777
A0A0R0HYF9,1,2445645918.0,1079299285.5,-1.180120570745419
A0A0R0HYF9,2,2602972483.1,1086035258.2,-1.2610891195229146
A0A0R0HYF9,3,2559225867.0,1031156230.5,-1.3114445474490084
A0A0R0HYT3,1,308797502.5,223105196.5,-0.46893696759094095
A0A0R0HYT3,2,302240328.5,252699054.5,-0.2582759085830138
A0A0R0HYT3,3,307583825.4,222744356.2,-0.46559076191890447
A0A0R0HZP7,1,347531884.0,451954776.5,0.37903307824101806
A0A0R0HZP7,2,295814818.0,453948487.0,0.6178342712431084
A0A0R0HZP7,3,312325199.5,455696182.0,0.5450233073661102
A0A0R0I0I4,1,2764865464.7,4425542165.0,0.6786449257080999
A0A0R0I0I4,2,2552382498.5,4511252302.8,0.8216834278443963
A0A0R0I0I4,3,2577325928.0,4431737440.0,0.7819974193001025
A0A0R0I0S2,1,95129929.75,261615237.5,1.4594753536164276
A0A0R0I0S2,2,390787096.5,174608034.0,-1.1622628901299794
A0A0R0I0S2,3,223846392.3,104479954.5,-1.0992828930035432
A0A0R0I1N0,1,798769349.5,471466989.8,-0.7606222117279112
A0A0R0I1N0,2,747463639.0,609318600.8,-0.2948066174096596
A0A0R0I1N0,3,887741469.0,609310410.0,-0.5429622024825516
A0A0R0I1V0,1,755200619.0,1651717360.0,1.1290349832217106
A0A0R0I1V0,2,663769255.5,1756886935.7,1.4042676365746394
A0A0R0I1V0,3,774688274.5,1770051823.8,1.1921037916764154
A0A0R0I1X8,1,192835004.2,1497108482.7,2.956739900638413
A0A0R0I1X8,2,210997390.14,1416632687.3,2.7471686772126938
A0A0R0I1X8,3,221264256.44,1410317182.2,2.6721773444909696
A0A0R0I1Y2,1,1528765082.0,1354489299.7,-0.1746177352303107
A0A0R0I1Y2,2,1524965476.0,1719166402.0,0.1729326117047271
A0A0R0I1Y2,3,1528724167.8,1551709973.5,0.02153081148052101
A0A0R0I270,1,145697741.0,102891148.0,-0.5018596403528027
A0A0R0I270,2,130771669.0,132611624.0,0.02015721731290467
A0A0R0I270,3,102679362.0,119932690.2,0.2240787126624937
A0A0R0I2J7,1,3388092698.0,3020046456.0,-0.16590260521216174
A0A0R0I2J7,2,3201497952.0,2965907119.0,-0.11027366832625506
A0A0R0I2J7,3,2648532589.75,2614115642.2,-0.018870296955402766
A0A0R0I2M6,1,643163450.0,833428568.0,0.37387313044800186
A0A0R0I2M6,2,639479514.0,735557398.0,0.20193978169044915
A0A0R0I2M6,3,693429193.0,878431496.0,0.341181208323543
A0A0R0I6W7,1,870828792.0,700118486.0,-0.31479000758972786
A0A0R0I6W7,2,726937868.0,812672346.5,0.1608417422351543
A0A0R0I6W7,3,852674712.0,931445180.0,0.12747539130250543
A0A0R0I7I9,1,135721812.5,53635941.0,-1.3393806339490526
A0A0R0I7I9,2,106042607.0,82506981.0,-0.36205594609154895
A0A0R0I7I9,3,138315924.5,107884482.0,-0.35847990160415444
A0A0R0I7T2,1,2939712832.7,1777438371.0,-0.7258756933223464
A0A0R0I7T2,2,2778960815.2,2257460029.2,-0.29984504848981497
A0A0R0I7T2,3,2968846949.2,2110963662.7,-0.49200097612448185
A0A0R0I9J5,1,437168000.0,345500600.0,-0.33949958588457346
A0A0R0I9J5,2,451246134.0,431490826.0,-0.06458468558172814
A0A0R0I9J5,3,420637726.0,418282744.0,-0.008099766065146778
A0A0R0I9K3,1,1220354651.0,1205972268.5,-0.017103742096875454
A0A0R0I9K3,2,1312764335.0,1028906548.0,-0.3514959963433293
A0A0R0I9K3,3,1140272359.0,1482254806.0,0.3784150149483191
A0A0R0I9M4,1,811407246.0,963451182.2,0.24778538131619376
A0A0R0I9M4,2,774830837.0,972799445.0,0.32826103371093823
A0A0R0I9M4,3,777954312.3,1009573251.0,0.37598825500548133
A0A0R0IAF2,1,2084739519.0,2587943948.0,0.3119392353222175
A0A0R0IAF2,2,1894229244.0,2452184478.0,0.372456577494783
A0A0R0IAF2,3,1690023477.0,3041901831.0,0.8479303069283999
A0A0R0ID39,1,797873950.0,639495374.0,-0.3192269211636218
A0A0R0ID39,2,756263798.0,784192200.0,0.052317732677454924
A0A0R0ID39,3,753728353.5,745870346.5,-0.015119793707977624
A0A0R0IG71,1,844770648.0,691899977.0,-0.28799621547329723
A0A0R0IG71,2,854851506.0,849597436.0,-0.008894422772979933
A0A0R0IG71,3,821305122.0,823771432.0,0.004325799748862943
A0A0R0IHS1,1,445160971.0,482119382.0,0.1150633181185182
A0A0R0IHS1,2,390875355.0,427063019.5,0.12774035223223382
A0A0R0IHS1,3,718933146.0,549705777.0,-0.3871979787635863
A0A0R0IIX2,1,557399015.0,867723382.0,0.6385247520839699
A0A0R0IIX2,2,770291746.3,856917363.7,0.15375111875911684
A0A0R0IIX2,3,570877206.9,788027854.0,0.46506616296236525
A0A0R0IK90,1,2997593127.4,1404988891.6,-1.0932458511362522
A0A0R0IK90,2,3534427695.15,1712496291.0,-1.0453757651291753
A0A0R0IK90,3,3197402364.9,1400574809.8,-1.1908812609296464
A0A0R0IK92,1,1671592536.8,1914210006.2,0.19552589268675172
A0A0R0IK92,2,1503029759.7,1768352170.0,0.23453204361338068
A0A0R0IK92,3,1355165073.45,2285778816.0,0.7542172097240992
A0A0R0ILS3,1,682922949.0,1214284125.1599998,0.830311310867746
A0A0R0ILS3,2,719614494.8,697457924.6,-0.04511805989531456
A0A0R0ILS3,3,965322602.5,796808143.5,-0.276778767175816
A0A0R0INP8,1,188442970.5,1382631662.0,2.8752169844012196
A0A0R0INP8,2,202397371.0,1301881311.5,2.685335472776516
A0A0R0INP8,3,218146227.5,1524002680.0,2.8044980099777517
A0A0R0IPA5,1,2031415317.1,2723012388.86,0.4227183215118531
A0A0R0IPA5,2,1674338851.0,2439363351.6,0.5429131399545316
A0A0R0IPA5,3,2101385706.2,2343364813.5,0.15724057867413996
A0A0R0IQ92,1,2915030198.2,1543306713.35,-0.9174860206622235
A0A0R0IQ92,2,2743498023.4,1458067950.04,-0.9119585815428609
A0A0R0IQ92,3,3213214509.16,1541656404.0,-1.059536035032136
A0A0R0IR93,1,710635775.5,915146402.0,0.3648922392725935
A0A0R0IR93,2,701312745.5,861351488.56,0.29654412561092736
A0A0R0IR93,3,800632923.0,829577690.5,0.05123615453310186
A0A0R0IRH4,1,9356359284.3,12074656816.2,0.36796301824352357
A0A0R0IRH4,2,9834844850.4,12218896801.0,0.3131398368774699
A0A0R0IRH4,3,10137740213.5,10311688201.6,0.024544446688027154
A0A0R0IRJ4,1,597303978.0,442436648.8,-0.43299443532106907
A0A0R0IRJ4,2,571085227.0,470860717.7,-0.2784056964764258
A0A0R0IRJ4,3,598898742.0,480163849.5,-0.31878531164604756
A0A0R0IRN6,1,7077670272.0,6154713180.5,-0.20158292600284516
A0A0R0IRN6,2,4640207621.0,6174564302.0,0.41214798027608796
A0A0R0IRN6,3,6640631668.0,4256353708.9,-0.6417024338857761
A0A0R0ISR2,1,891963002.0,317312468.7,-1.491079656761662
A0A0R0ISR2,2,874305809.5,414938058.94,-1.075241995188304
A0A0R0ISR2,3,852531154.8,383047789.5,-1.154228161044344
A0A0R0IU60,1,17364121354.3,19370668457.36,0.15776432994832448
A0A0R0IU60,2,16433072943.4,18400916100.6,0.16317530763738183
A0A0R0IU60,3,17079223629.4,18719244845.0,0.13227984035232998
A0A0R0IV52,1,743601840.8,1253024041.8,0.752811849154493
A0A0R0IV52,2,783241068.0,1103965689.8,0.4951670177698925
A0A0R0IV52,3,783135188.8199999,1064376015.64,0.44267462698327276
A0A0R0IYE6,1,19655651397.239998,23286392519.66,0.24454298136660535
A0A0R0IYE6,2,20108818560.2,26893594623.2,0.4194342776293107
A0A0R0IYE6,3,20575965322.6,23938425072.2,0.21836812300723105
A0A0R0IZ51,1,587041206.5,166885428.5,-1.8146037826038484
A0A0R0IZ51,2,711790406.5,118232104.0,-2.58983065933265
A0A0R0IZ51,3,448106190.0,333820338.0,-0.4247688020143029
A0A0R0J0C6,1,60381559.3,33341788.0,-0.8567765407097406
A0A0R0J0C6,2,25366030.0,37643150.0,0.5694896156586577
A0A0R0J0C6,3,56126993.6,55335836.0,-0.02048069870456655
A0A0R0J4A0,1,201175464.0,264794251.0,0.39641743965686915
A0A0R0J4A0,2,201176909.0,433227824.0,1.1066611800978292
A0A0R0J4A0,3,154418973.0,312759080.0,1.0182017460758956
A0A0R0J4T8,1,362562857.5,283795013.5,-0.3533818964182995
A0A0R0J4T8,2,253929531.0,341454333.0,0.42726445712146693
A0A0R0J4T8,3,303184400.0,236284821.5,-0.3596685669998762
A0A0R0J5W4,1,6165620532.7,6551935494.5,0.0876750528109558
A0A0R0J5W4,2,5871443771.5,6669968866.0,0.18396472562152702
A0A0R0J5W4,3,6303454712.5,6933251607.0,0.13738937851284663
A0A0R0J7J3,1,447033550.0,147759584.0,-1.5971314004630064
A0A0R0J7J3,2,441376530.0,161140166.0,-1.453693770145652
A0A0R0J7J3,3,449875788.5,172986810.0,-1.378864687176642
A0A0R0J818,1,4425673039.3,3620022256.2,-0.28989830423627
A0A0R0J818,2,4810980707.0,3899083023.2,-0.3031961395571004
A0A0R0J818,3,4538144944.5,3816215517.5,-0.24996003959209764
A0A0R0J8D5,1,37272008720.8,43075713614.0,0.20878212394518653
A0A0R0J8D5,2,37263879491.0,40544985132.44,0.12174560448218301
A0A0R0J8D5,3,37554014656.0,34915509932.5,-0.10509910206346222
A0A0R0J8T0,1,35765903.0,76759240.0,1.1017555609101863
A0A0R0J8T0,2,500000.10443353065,14472396.0,4.855231582817592
A0A0R0J8T0,3,18077768.0,32728264.0,0.8563205156322323
A0A0R0JB89,1,431513922.0,547262077.0,0.34282478115869836
A0A0R0JB89,2,464130214.0,1304546060.0,1.4909463603231319
A0A0R0JB89,3,522082918.0,663870696.0,0.34662331507739635
A0A0R0JC18,1,455689797.1,467962282.0,0.03834018357063332
A0A0R0JC18,2,373756536.0,290159926.9,-0.36525052143794584
A0A0R0JC18,3,522658577.5,435922268.38,-0.26179792195276663
A0A0R0JCI5,1,28059342.8,85259515.0,1.603379629678298
A0A0R0JCI5,2,23586146.0,46053280.5,0.9653642270420721
A0A0R0JCI5,3,500000.03868108534,52999240.0,6.727899655102382
A0A0R0JFL1,1,1293162442.8,1277601243.2,-0.017465891412459675
A0A0R0JFL1,2,1148705893.3,1394194870.54,0.2794227572280143
A0A0R0JFL1,3,1324208980.0,1316418756.0,-0.0085123321129325
A0A0R0JFR0,1,499999.8068643327,4125379.2,3.044527293555323
A0A0R0JFR0,2,19069600.0,500000.2089229816,-5.253202074357349
A0A0R0JFR0,3,66659960.0,499999.5124635119,-7.058749953365302
A0A0R0JI98,1,2438316529.9,2055883234.7,-0.24612709347402908
A0A0R0JI98,2,2212757409.2,2085579754.0,-0.08539681017560792
A0A0R0JI98,3,2583647361.76,2219568637.7,-0.21912984904005617
A0A0R0JK73,1,632015206.0,610645413.5,-0.04962438311646427
A0A0R0JK73,2,594513940.0,618763564.4,0.057677608586892824
A0A0R0JK73,3,539496189.8,602822192.5,0.16011975908266318
A0A0R0JKU3,1,2887425361.9,3073050238.4,0.08988769811818056
A0A0R0JKU3,2,3210858319.06,3384175899.0,0.07584555050119718
A0A0R0JKU3,3,3194911460.5,3353476094.1,0.06988136675311275
A0A0R0JKX3,1,500000.19405239343,29582344.0,5.886663905974072
A0A0R0JKX3,2,12596804.0,25638052.0,1.0252289024160324
A0A0R0JKX3,3,48666490.0,59731424.0,0.2955613900268451
A0A0R0JLD9,1,156371067.06,135945885.0,-0.20194111663694675
A0A0R0JLD9,2,123174922.5,163547256.5,0.4089989945343606
A0A0R0JLD9,3,189365052.2,135611809.0,-0.48168728933172883
A0A0R0JLP5,1,438381032.0,257923881.0,-0.7652400192112071
A0A0R0JLP5,2,397841993.9,337546994.5,-0.23710719344310893
A0A0R0JLP5,3,421982979.84000003,176534814.2,-1.2572320872333291
A0A0R0JPD9,1,379951544.2,215402255.0,-0.8187820879621401
A0A0R0JPD9,2,474880352.0,241178825.5,-0.9774608162936597
A0A0R0JPD9,3,379452578.0,260749242.5,-0.5412565348280189
A0A0R0JPJ7,1,1484351917.04,1690508325.3,0.1876239477888877
A0A0R0JPJ7,2,1555684493.8,1617919877.9,0.056590665840780534
A0A0R0JPJ7,3,1371928211.6,1701101020.5,0.3102638264176277
A0A0R0JQ91,1,13205041325.2,9188669819.3,-0.5231608837513145
A0A0R0JQ91,2,8752382126.7,11091673327.5,0.34172939948759407
A0A0R0JQ91,3,12884270567.8,11760681933.0,-0.13163914650912553
A0A0R0JQU1,1,2311062741.8,1630508874.5,-0.5032341339108225
A0A0R0JQU1,2,2046637100.0,1375109033.7,-0.5737092973533228
A0A0R0JQU1,3,2255383765.4,1072068137.0,-1.0729763350172707
A0A0R0JUA4,1,272759170.0,139814750.0,-0.9641111315453466
A0A0R0JUA4,2,242084778.0,170149549.0,-0.5087090399709338
A0A0R0JUA4,3,297163076.0,172576271.5,-0.7840207511821855
A0A0R0JXF4,1,4798980482.7,3059902978.2,-0.6492420362466306
A0A0R0JXF4,2,5614546916.6,1882642744.3000002,-1.5764103485750638
A0A0R0JXF4,3,4911948031.2,2751831587.3,-0.8359031174737815
A0A0R0JXX0,1,121243630.0,500000.0381301348,-7.92176503151751
A0A0R0JXX0,2,141080734.5,12884674.0,-3.4527930513111285
A0A0R0JXX0,3,195164214.5,499999.7499464206,-8.608545454462984
A0A0R0JYS9,1,6830662046.0,4392091449.0,-0.6371173217223339
A0A0R0JYS9,2,6543987456.5,4669688276.0,-0.4868437365644167
A0A0R0JYS9,3,7006194874.2,4887468115.1,-0.5195438260338282
A0A0R0K095,1,6155590342.0,2041495916.8,-1.5922705406655149
A0A0R0K095,2,3403640606.2,3455292236.8,0.021729024525842244
A0A0R0K095,3,5493710854.3,5224631448.2,-0.07245170896435878
A0A0R0K0S0,1,27736266.0,91358954.0,1.7197725552407754
A0A0R0K0S0,2,126073061.0,47235726.0,-1.4163096995582964
A0A0R0K0S0,3,81637120.0,46299838.0,-0.8182181421702941
A0A0R0K0X7,1,377963156.0,482864770.0,0.35337360095383535
A0A0R0K0X7,2,379295914.0,440540598.0,0.21595114662073786
A0A0R0K0X7,3,355269987.0,464778834.5,0.38762855575889915
A0A0R0K1N9,1,270633359.0,218214611.6,-0.31059197334640265
A0A0R0K1N9,2,405361485.4,164129917.0,-1.304370788582925
A0A0R0K1N9,3,295715805.6,244706646.0,-0.2731580713937033
A0A0R0K1P1,1,151598771.0,197159426.0,0.37910462820373325
A0A0R0K1P1,2,131887672.0,275152772.0,1.0609231458701587
A0A0R0K1P1,3,136906780.5,247460612.0,0.8540050116202996
A0A0R0K2E6,1,4085469973.8,4463936002.5,0.12781429506345326
A0A0R0K2E6,2,3716659747.3,2716205464.1,-0.4524140037811734
A0A0R0K2E6,3,3949668643.3,3014879321.7,-0.3896313680393125
A0A0R0K416,1,356590635.4,332800802.0,-0.09960990598290174
A0A0R0K416,2,515661742.2,481959383.0,-0.09751344473566517
A0A0R0K416,3,348243975.4,425821971.0,0.2901519954808325
A0A0R0K737,1,1289094271.5,1481124441.5,0.20033508656160873
A0A0R0K737,2,1304417033.0,1532340852.0,0.23233205930858616
A0A0R0K737,3,1076878561.0,1421880052.0,0.40094419903177414
A0A0R0K796,1,120679531.5,116567045.0,-0.05002102302793288
A0A0R0K796,2,104585051.0,114842759.0,0.1349832427672207
A0A0R0K796,3,86081866.0,132639647.0,0.6237308157373035
A0A0R0K869,1,590629720.0,238123031.0,-1.3105467902736867
A0A0R0K869,2,585460692.5,228060980.0,-1.3601526818017555
A0A0R0K869,3,407350977.3,325684931.1,-0.32279539927201806
A0A0R0KA84,1,30738439142.85,43201836824.3,0.4910487444031396
A0A0R0KA84,2,26600445901.4,41514681831.56,0.6421712117880465
A0A0R0KA84,3,30257507995.15,47346014265.9,0.6459498080180875
A0A0R0KB83,1,1892835438.8,2350747518.0,0.3125706046288536
A0A0R0KB83,2,2270003608.0,2205519853.0,-0.04157584365674783
A0A0R0KB83,3,1983708936.0,2174339128.0,0.1323766139312687
A0A0R0KFE8,1,37533106788.2,36212476132.0,-0.05167688508252218
A0A0R0KFE8,2,40578209611.5,37898454480.0,-0.09856619633248874
A0A0R0KFE8,3,41811591297.75,35412061168.56,-0.23966213299988592
A0A0R0KFL7,1,167702723.8,681743481.5,2.0233228797496947
A0A0R0KFL7,2,169832169.2,592346885.0,1.8023325251854405
A0A0R0KFL7,3,27202678.5,610494999.0,4.488158859189916
A0A0R0KGZ8,1,99417009.5,46367102.0,-1.1003911477949873
A0A0R0KGZ8,2,103260830.0,50088168.0,-1.043751349118965
A0A0R0KGZ8,3,117431107.4,28990476.0,-2.018163701174712
A0A0R0KIG7,1,117867253.5,2402085232.0,4.349052480406999
A0A0R0KIG7,2,116976034.0,2618463458.0,4.484435584927817
A0A0R0KIG7,3,140736150.1,2681155606.5,4.251790093372706
A0A0R0KIX6,1,414666049.0,327976056.0,-0.3383594364058289
A0A0R0KIX6,2,347005469.2,449475591.0,0.3732843700870074
A0A0R0KIX6,3,467013186.9,304352727.0,-0.6177189950032304
A0A0R0KJC6,1,19165042.8,52962942.0,1.4665060435743085
A0A0R0KJC6,2,92145174.5,175374579.8,0.9284591258882408
A0A0R0KJC6,3,63901961.0,107714197.0,0.7532763033596686
A0A0R0KJF0,1,2067437064.0,1574956628.7,-0.39253131209262865
A0A0R0KJF0,2,2066806560.56,1660314208.0,-0.3159470765271926
A0A0R0KJF0,3,2039964732.5,1737594883.0,-0.231452450979067
A0A0R0KKR3,1,240476868.17,1041059097.5,2.114081937227126
A0A0R0KKR3,2,440750617.5,759153755.9,0.7844295220039925
A0A0R0KKR3,3,394289747.0,1019041920.4,1.3698853003641354
A0A0R0KL47,1,1975143200.0,2062788790.0,0.0626388564835847
A0A0R0KL47,2,2001460624.0,1793050044.0,-0.1586374785878746
A0A0R0KL47,3,865082525.0,2071122504.0,1.2595032184015007
A0A0R0KL80,1,2157921617.1,6169523520.7,1.5155166104135829
A0A0R0KL80,2,2396617470.7,6247097645.7,1.382186424541
A0A0R0KL80,3,1898945972.1,5752046973.8,1.5988765983172457
A0A0R0KNE8,1,9062482995.6,10202676452.4,0.1709693736862839
A0A0R0KNE8,2,9429537313.76,10282805425.1,0.12497503619338611
A0A0R0KNE8,3,10155609027.3,9620905546.1,-0.07803216407492372
A0A0R0KPC8,1,6695222373.5,7036805639.5,0.07178869185335418
A0A0R0KPC8,2,6731591423.9,5660023400.2,-0.25013959689228765
A0A0R0KPC8,3,6773247017.3,7131184430.0,0.07429410497032861
A0A0R0KSS1,1,867659687.0,1073525150.0,0.3071547846407301
A0A0R0KSS1,2,956974753.5,883752018.8,-0.11483925909980218
A0A0R0KSS1,3,929731306.0,744985698.0,-0.3196011055891379
A0A0R0KU36,1,236930363.5,163551854.0,-0.5347149834227017
A0A0R0KU36,2,236171748.8,93721646.44,-1.3333821939763555
A0A0R0KU36,3,171389201.5,121626927.5,-0.4948135457723696
A0A0R0KWB3,1,944995892.0,237441537.5,-1.9927357188416928
A0A0R0KWB3,2,904857617.5,522323117.0,-0.7927482409762507
A0A0R0KWB3,3,903157750.0,360442985.0,-1.3252069264708297
A0A0R0L0W8,1,884780875.8,2084598090.0,1.2363771515094146
A0A0R0L0W8,2,1007904875.0,2269288245.5,1.1708803868709508
A0A0R0L0W8,3,970595115.5,2866571699.0,1.5623848594316891
A0A0R0L1Z4,1,778650265.6,905412215.5,0.21759929048739193
A0A0R0L1Z4,2,635389041.1,662174473.0,0.05957118821302931
A0A0R0L1Z4,3,692800139.7,622191256.0,-0.15508110095914415
A0A0R0L378,1,243723644.0,143325954.0,-0.7659463340097272
A0A0R0L378,2,230010476.0,106727487.5,-1.1077677833921777
A0A0R0L378,3,260630820.0,133106738.0,-0.9694240911218044
A0A0R0L5B0,1,110873850.0,108508046.0,-0.03111711657670227
A0A0R0L5B0,2,184553736.0,46942564.0,-1.9750723939287322
A0A0R0L5B0,3,211574481.0,80117130.6,-1.4009829706886918
A0A0R0L9T9,1,1679087827.5,594036862.2,-1.4990533313105534
A0A0R0L9T9,2,1924683466.22,609897253.84,-1.6579830743709163
A0A0R0L9T9,3,1490815980.06,643025820.56,-1.2131536135836563
A0A0R0LAF9,1,215455950.0,134440536.5,-0.6804247352476673
A0A0R0LAF9,2,207858759.3,177741522.5,-0.22582279414053374
A0A0R0LAF9,3,303230844.0,160413994.0,-0.9186165055106977
A0A0R0LCF1,1,501792483.0,457144629.5,-0.13444018760468684
A0A0R0LCF1,2,438571731.0,493608071.0,0.1705531609554469
A0A0R0LCF1,3,486699844.6,433979002.0,-0.16540707416869874
A0A0R0LCV7,1,708584179.5,438999987.4,-0.6907183565307199
A0A0R0LCV7,2,828246052.5,520133472.5,-0.6711775386517812
A0A0R0LCV7,3,431322780.65,551774578.48,0.3553110748021957
A0A0R0LJG5,1,473228628.2,572186438.3,0.2739479511034575
A0A0R0LJG5,2,409471496.6,458085560.9,0.16185406001355213
A0A0R0LJG5,3,489681147.9,536427629.6,0.13154089237539218
A0A0R4J2L6,1,5320751936.3,5805457510.0,0.12577962199951084
A0A0R4J2L6,2,5123107613.5,5701317555.7,0.1542761632181286
A0A0R4J2L6,3,5679589456.04,5461025973.8,-0.056614631006781144
A0A0R4J2L9,1,10726139140.5,14249612434.0,0.4097918075076766
A0A0R4J2L9,2,12026438007.8,13808518974.5,0.19934918424132247
A0A0R4J2L9,3,11295625973.03,14335270058.5,0.34380486019651524
A0A0R4J2U8,1,17709689755.45,26672800654.7,0.5908303777226321
A0A0R4J2U8,2,18914034110.7,24624261715.2,0.3806233666451834
A0A0R4J2U8,3,19119177590.37,24339603880.2,0.34828522154931807
A0A0R4J309,1,40717995.5,23485132.0,-0.7939188385497469
A0A0R4J309,2,107103486.0,24489068.8,-2.1287956162406547
A0A0R4J309,3,44394275.5,1128163.2,-5.29832596955433
A0A0R4J332,1,303134174.0,303836948.0,0.003340814681246218
A0A0R4J332,2,288924036.0,228202309.0,-0.3403768395411805
A0A0R4J332,3,262037062.0,308211228.0,0.23414854145150965
A0A0R4J387,1,580445190.0,236804466.0,-1.2934635537606962
A0A0R4J387,2,539076852.0,339267011.0,-0.6680698066332823
A0A0R4J387,3,557852691.0,286491224.0,-0.9613932620250047
A0A0R4J389,1,36110568793.05,45018887030.75,0.3181092455575621
A0A0R4J389,2,30964566585.4,40618174508.6,0.3915071498178803
A0A0R4J389,3,35777390327.75,40312525395.5,0.17218000601881456
A0A0R4J3E9,1,593963094.0,526081940.03,-0.1750857673419241
A0A0R4J3E9,2,556813115.9,514334603.94,-0.11448597460386518
A0A0R4J3E9,3,727017922.0,508225050.0,-0.5165234426059292
A0A0R4J3I5,1,708911661.5,1258616337.0,0.8281608070319948
A0A0R4J3I5,2,647179177.0,1185668723.0,0.8734638808888517
A0A0R4J3I5,3,622002336.5,1186495092.0,0.9317142279169789
A0A0R4J3N6,1,64039248.0,439759824.6,2.7796875372748406
A0A0R4J3N6,2,63930378.0,434669495.5,2.765345323662468
A0A0R4J3N6,3,43069553.0,482824561.4,3.4867588125276767
A0A0R4J3Y6,1,343444490.8,205060134.0,-0.7440298994547783
A0A0R4J3Y6,2,308485056.2,808954582.5,1.3908581038004229
A0A0R4J3Y6,3,383889143.2,299638495.5,-0.35746677651278286
A0A0R4J3Y9,1,12451195210.06,10040445646.7,-0.31046093058779656
A0A0R4J3Y9,2,13328581984.55,11350470330.83,-0.23177122172038703
A0A0R4J3Y9,3,13138261059.7,10565028134.1,-0.31447772846839145
A0A0R4J410,1,331455480.9,246905764.5,-0.4248545898350427
A0A0R4J410,2,360100626.5,230600877.9,-0.6430021041633724
A0A0R4J410,3,185911487.0,230871615.0,0.3124748953310213
A0A0R4J461,1,808253129.9,1266427620.0,0.647885531010015
A0A0R4J461,2,782454318.0,1394932165.0,0.834116535262367
A0A0R4J461,3,925494436.0,1324841427.0,0.517523469002245
A0A0R4J485,1,120355879.8,57801381.0,-1.0581307568096154
A0A0R4J485,2,105411907.2,29644858.0,-1.830184049953111
A0A0R4J485,3,96202613.0,34023495.0,-1.499544733411793
A0A0R4J4B4,1,16430139309.2,13328545080.7,-0.3018254056774554
A0A0R4J4B4,2,15825289939.35,17169184047.55,0.11758954608590903
A0A0R4J4B4,3,16320007341.32,17974696582.8,0.1393257115458361
A0A0R4J4C4,1,1398675160.1,1989172324.5,0.508107326107346
A0A0R4J4C4,2,1147831223.5,2347889273.0,1.0324538477338925
A0A0R4J4C4,3,1341177759.0,2705948727.0,1.0126340390606232
A0A0R4J4C8,1,14443467227.5,14488103464.0,0.004451644110406428
A0A0R4J4C8,2,15258217172.74,15435971046.6,0.01670984079116687
A0A0R4J4C8,3,14169688383.3,13634279825.8,-0.05556953327716943
A0A0R4J4J7,1,675751468.2,129228032.0,-2.3865736895240373
A0A0R4J4J7,2,433456727.0,107706561.0,-2.008781837950053
A0A0R4J4J7,3,488320848.0,88294218.0,-2.467438502291633
A0A0R4J4L1,1,2565989698.0,1821839138.0,-0.4941197984146984
A0A0R4J4L1,2,2552108719.25,1808096857.8,-0.49721782545028104
A0A0R4J4L1,3,2236750802.8,1535769934.0,-0.5424424248548453
A0A0R4J4U0,1,881585439.8,1000859706.7,0.1830674599795415
A0A0R4J4U0,2,885952632.0,728861979.5,-0.2815839209109411
A0A0R4J4U0,3,976328793.8,665831167.1,-0.5522106758280639
A0A0R4J5B9,1,1070303376.0,1131154324.0,0.07977598593414786
A0A0R4J5B9,2,1044604976.0,1169140322.0,0.16249061356461575
