ProteinName,Run,H,L,log2HL
P25705,20141108_H3heavyN3light_1,25866792.0,19223494.0,0.42823056253030095
P25787,20141108_H3heavyN3light_2,128024000.0,190332220.0,-0.5721055157718676
P26038,20141108_H1heavyN1light_1,3473590000.0,3403705900.0,0.02932109258521508
P26038,20141108_H1heavyN1light_2,745503100.0,724444540.0,0.04133910343503133
P26038,20141108_H1heavyN1light_3,341528700.0,291728480.0,0.22738058269832628
P26038,20141108_H2heavyN2light_1,3191938390.0,3122778000.0,0.03160279426602434
P26038,20141108_H2heavyN2light_2,236258660.0,223331460.0,0.08118071852966789
P26038,20141108_H2heavyN2light_4,332451870.0,362470880.0,-0.12471960460843988
P26038,20141108_H3heavyN3light_1,2211815200.0,1991338500.0,0.15149237147946437
P26038,20141108_H3heavyN3light_2,1154563800.0,1008135550.0,0.19565826608351092
P26038,20141108_H3heavyN3light_3,462316800.0,405136740.0,0.1904728668362564
P26232,20141108_H3heavyN3light_2,336125980.0,356540400.0,-0.08506350296690628
P26599,20141108_H1heavyN1light_1,32964250.0,42434868.0,-0.3643479320936463
P26599,20141108_H1heavyN1light_2,301591598.0,369259940.0,-0.2920405196791671
P26599,20141108_H1heavyN1light_3,552909440.0,740578600.0,-0.4216096580322357
P26599,20141108_H2heavyN2light_1,63088590.0,88067570.0,-0.4812317513447064
P26599,20141108_H2heavyN2light_2,162499134.0,188384294.0,-0.2132466597389847
P26599,20141108_H2heavyN2light_3,595999740.0,748427260.0,-0.32855040555883475
P26599,20141108_H3heavyN3light_2,54715560.0,63087990.0,-0.205414222186011
P26599,20141108_H3heavyN3light_3,690491500.0,719887500.0,-0.06014781292897565
P26641,20141108_H2heavyN2light_1,56056824.0,110310640.0,-0.9766100393028958
P27348,20141108_H1heavyN1light_1,951983400.0,1000614000.0,-0.07187722073176897
P27348,20141108_H1heavyN1light_2,86379736.0,45137748.0,0.9363584654981452
P27348,20141108_H2heavyN2light_1,582533900.0,596030340.0,-0.033043762249892
P27348,20141108_H2heavyN2light_2,26792114.0,19313190.0,0.47222194288499697
P27348,20141108_H3heavyN3light_1,428871680.0,367205400.0,0.22395877787363938
P27348,20141108_H3heavyN3light_2,282509900.0,262862110.0,0.10399522371815621
P27694,20141108_H3heavyN3light_2,215742880.0,221660420.0,-0.03903823551217853
P27695,20141108_H1heavyN1light_2,9835919.0,9942090.0,-0.015489309012586336
P27695,20141108_H2heavyN2light_3,35272030.0,34287216.0,0.04085384180299707
P27824,20141108_H1heavyN1light_2,74462740.0,78649540.0,-0.07891962382036632
P29401,20141108_H1heavyN1light_1,710701950.0,971942100.0,-0.45162571523302075
P29401,20141108_H1heavyN1light_2,2138917900.0,2914830800.0,-0.44653103303241487
P29401,20141108_H2heavyN2light_1,621655900.0,812050200.0,-0.3854526775540293
P29401,20141108_H2heavyN2light_2,664186900.0,882228200.0,-0.40956260789833293
P29401,20141108_H3heavyN3light_1,228746240.0,251604510.0,-0.13740975330064517
P29401,20141108_H3heavyN3light_2,705946300.0,870368900.0,-0.302068562578931
P29966,20141108_H1heavyN1light_1,284561300.0,343700830.0,-0.27241386527853845
P30041,20141108_H1heavyN1light_1,62946868.0,89851670.0,-0.5134107215479241
P30041,20141108_H1heavyN1light_2,336498240.0,399937700.0,-0.24917632367644824
P30041,20141108_H2heavyN2light_2,169192060.0,189462750.0,-0.16325236413822383
P30041,20141108_H2heavyN2light_3,251620270.0,243730980.0,0.045958507512308566
P30041,20141108_H3heavyN3light_2,167247000.0,170020540.0,-0.023728714643373384
P30086,20141108_H1heavyN1light_2,67469350.0,104181000.0,-0.6267880221482084
P30153,20141108_H1heavyN1light_2,258130020.0,342450560.0,-0.40779778577672116
P30153,20141108_H1heavyN1light_3,831917900.0,1046474700.0,-0.33102436847059324
P30153,20141108_H1heavyN1light_4,192835520.0,248700320.0,-0.367037545649266
P30153,20141108_H2heavyN2light_2,182602420.0,228409360.0,-0.32291588694309953
P30153,20141108_H2heavyN2light_3,708681860.0,968085760.0,-0.44999673635688836
P30153,20141108_H2heavyN2light_4,241055200.0,318703520.0,-0.4028514017753711
P30153,20141108_H3heavyN3light_2,66992548.0,84153460.0,-0.32902196519885574
P30153,20141108_H3heavyN3light_3,705673500.0,824426000.0,-0.22438917020101287
P30520,20141108_H3heavyN3light_2,131618400.0,159127220.0,-0.2738194522788892
P31150,20141108_H1heavyN1light_3,205638320.0,210360200.0,-0.03275264268739982
P31150,20141108_H2heavyN2light_2,21998354.0,11719794.0,0.9084483683050004
P31150,20141108_H2heavyN2light_3,195147230.0,181261340.0,0.1064917294502853
P31942,20141108_H1heavyN1light_2,136538030.0,152839570.0,-0.16271526229738353
P31942,20141108_H1heavyN1light_3,206015540.0,235503920.0,-0.1929979081896416
P31942,20141108_H2heavyN2light_2,91454720.0,124166880.0,-0.44115086873124565
P31942,20141108_H2heavyN2light_3,127696480.0,161633140.0,-0.34000427019719653
P31942,20141108_H3heavyN3light_2,35450680.0,36020680.0,-0.023012115864121937
P31942,20141108_H3heavyN3light_3,188429420.0,190746290.0,-0.017630762575891124
P31943,20141108_H1heavyN1light_2,299647300.0,386999170.0,-0.3690650977857952
P31943,20141108_H1heavyN1light_3,412108220.0,554486660.0,-0.42812951181726366
P31943,20141108_H2heavyN2light_1,47619896.0,74564410.0,-0.6469227187242932
P31943,20141108_H2heavyN2light_2,189176300.0,264520380.0,-0.4836475199942612
P31943,20141108_H2heavyN2light_3,256043140.0,379034000.0,-0.5659403600213508
P31943,20141108_H2heavyN2light_4,62678196.0,122158890.0,-0.962723296259794
P31943,20141108_H3heavyN3light_1,50324892.0,62130344.0,-0.3040258710925997
P31943,20141108_H3heavyN3light_2,50929320.0,75845000.0,-0.5745576207547664
P31943,20141108_H3heavyN3light_3,477222370.0,589053630.0,-0.30373731769862156
P31946,20141108_H1heavyN1light_1,621613630.0,903396400.0,-0.5393410269191837
P31946,20141108_H1heavyN1light_2,180504600.0,263821820.0,-0.547528287600707
P31946,20141108_H1heavyN1light_5,40099976.0,64132390.0,-0.6774517993821606
P31946,20141108_H2heavyN2light_1,529536540.0,833687100.0,-0.6547757729885804
P31946,20141108_H2heavyN2light_2,42865876.0,84006320.0,-0.9706682430555826
P31946,20141108_H3heavyN3light_1,358551940.0,597297860.0,-0.7362684293608385
P31946,20141108_H3heavyN3light_2,423754800.0,487555000.0,-0.20233526508689953
P33176,20141108_H1heavyN1light_1,3514784.8,2552540.2,0.461502677690046
P33176,20141108_H1heavyN1light_2,71943624.0,117071016.0,-0.7024452040871384
P33176,20141108_H1heavyN1light_3,175801280.0,220584020.0,-0.3273827053343809
P33176,20141108_H1heavyN1light_4,110439760.0,125893416.0,-0.18894317678755773
P33176,20141108_H2heavyN2light_1,53822610.0,72252410.0,-0.4248333571717571
P33176,20141108_H2heavyN2light_2,5649706.0,8685825.0,-0.6204870916338802
P33176,20141108_H2heavyN2light_3,107047850.0,134520700.0,-0.3295723710511675
P33176,20141108_H2heavyN2light_4,203108660.0,208638420.0,-0.03875309579098717
P33176,20141108_H2heavyN2light_5,2490020.2,7562290.0,-1.60266572906702
P33176,20141108_H3heavyN3light_1,9728022.0,9652544.0,0.01123726591183195
P33176,20141108_H3heavyN3light_3,114555280.0,135343970.0,-0.24058665653560735
P33176,20141108_H3heavyN3light_4,302205120.0,206543680.0,0.5490811869903754
P33316,20141108_H1heavyN1light_1,61987276.0,125410930.0,-1.0166190775512491
P33316,20141108_H1heavyN1light_2,42225700.0,110563010.0,-1.3886755529961037
P33316,20141108_H3heavyN3light_1,30730466.0,69969440.0,-1.1870553008224138
P33316,20141108_H3heavyN3light_2,45366100.0,81100856.0,-0.8381025013636796
P35222,20141108_H1heavyN1light_3,40195920.0,36541636.0,0.13750784510252662
P35222,20141108_H1heavyN1light_4,11638696.0,10471552.0,0.15245414618458852
P35222,20141108_H3heavyN3light_3,68001090.0,74120510.0,-0.12431493640127125
P35222,20141108_H3heavyN3light_4,101366280.0,90187790.0,0.1685737786983623
P35232,20141108_H1heavyN1light_2,309010560.0,441062600.0,-0.5133272909337121
P35232,20141108_H2heavyN2light_2,317704930.0,443933200.0,-0.4826551288192005
P35241,20141108_H1heavyN1light_1,152160220.0,180856780.0,-0.24925644586132192
P35241,20141108_H2heavyN2light_1,175292270.0,416027700.0,-1.246917211385763
P35270,20141108_H1heavyN1light_2,105602940.0,111124540.0,-0.07352744695298896
P35270,20141108_H1heavyN1light_3,209484000.0,224545420.0,-0.10016723835009411
P35270,20141108_H2heavyN2light_2,37324092.0,38215810.0,-0.03406244550539118
P35270,20141108_H2heavyN2light_3,160818660.0,170001800.0,-0.08011520784998305
P35270,20141108_H2heavyN2light_4,31391482.0,41694016.0,-0.40946719981131896
P35270,20141108_H3heavyN3light_3,206106400.0,209476020.0,-0.023395795232567664
P35579,20141108_H1heavyN1light_1,286787780.0,241595800.0,0.24738817776959848
P35579,20141108_H1heavyN1light_2,495104986.0,476002590.0,0.05676505469528834
P35579,20141108_H2heavyN2light_1,372430850.0,344447170.0,0.112689857485816
P35579,20141108_H2heavyN2light_2,196910530.0,193240380.0,0.027143668062536378
P35579,20141108_H3heavyN3light_1,251325340.0,217903400.0,0.2058674316306324
P35579,20141108_H3heavyN3light_2,389267900.0,339964200.0,0.1953805503023263
P35658,20141108_H1heavyN1light_2,15618010.0,21337740.0,-0.4501967389974145
P36871,20141108_H1heavyN1light_2,2238433.2,1218451.9,0.8774399656516252
P36871,20141108_H1heavyN1light_3,65100390.0,88325820.0,-0.4401690516440696
P36871,20141108_H1heavyN1light_4,53654296.0,55748160.0,-0.05523049931777833
P36871,20141108_H2heavyN2light_4,70074460.0,59475236.0,0.2365996304341459
P36871,20141108_H3heavyN3light_3,186262460.0,122472630.0,0.604877563755937
P36871,20141108_H3heavyN3light_4,306298200.0,211966980.0,0.5310973480531137
P36873,20141108_H1heavyN1light_1,39226176.0,58879464.0,-0.5859478382945997
P38606,20141108_H1heavyN1light_1,63039656.0,93517910.0,-0.5689830257301565
P38606,20141108_H2heavyN2light_1,66329170.0,81288940.0,-0.293415602595866
P38606,20141108_H3heavyN3light_1,20329192.0,25323926.0,-0.31694820967296244
P40227,20141108_H3heavyN3light_1,39266950.0,42379080.0,-0.11003672560115368
P40939,20141108_H1heavyN1light_2,87900616.0,151284110.0,-0.7833152824445766
P40939,20141108_H2heavyN2light_2,56657600.0,104683390.0,-0.8856911536024508
P41091,20141108_H1heavyN1light_1,12972042.0,15307081.0,-0.2387935928352279
P41091,20141108_H2heavyN2light_1,4927311.0,7320826.0,-0.5712059012814076
P41250,20141108_H1heavyN1light_1,323312480.0,433453200.0,-0.4229470366946438
P41250,20141108_H1heavyN1light_2,118800180.0,155363680.0,-0.3871122564294511
P41250,20141108_H1heavyN1light_3,82936460.0,118430620.0,-0.5139637603965111
P41250,20141108_H2heavyN2light_1,406195940.0,523571230.0,-0.3662100043124917
P41250,20141108_H2heavyN2light_2,72358216.0,98888660.0,-0.45064825166033556
P41250,20141108_H3heavyN3light_1,124287670.0,158674320.0,-0.35238547950974963
P41250,20141108_H3heavyN3light_2,320239170.0,442864590.0,-0.46771586702388035
P41250,20141108_H3heavyN3light_3,113500110.0,155116780.0,-0.4506610648836095
P42704,20141108_H1heavyN1light_2,102710890.0,353793200.0,-1.7843171667085942
P42704,20141108_H2heavyN2light_1,152241520.0,1397516500.0,-3.1984315406043944
P42704,20141108_H3heavyN3light_1,103733410.0,553390850.0,-2.4154181641490875
P42704,20141108_H3heavyN3light_2,205417360.0,672302400.0,-1.7105521895206368
P42704,20141108_H3heavyN3light_4,89472456.0,127609730.0,-0.5122228123475295
P43243,20141108_H1heavyN1light_1,672846.4,3010533.8,-2.1616702115183672
P43307,20141108_H1heavyN1light_1,29994468.0,32164560.0,-0.10077551002851647
P43307,20141108_H1heavyN1light_2,18983660.0,27982548.0,-0.5597691686055798
P43307,20141108_H3heavyN3light_1,26090120.0,25273338.0,0.04588735758522279
P43307,20141108_H3heavyN3light_2,44585276.0,52783944.0,-0.24353180435831023
P43686,20141108_H1heavyN1light_1,160450700.0,234966664.0,-0.5503260046131453
P43686,20141108_H1heavyN1light_2,42991590.0,57287536.0,-0.4141668192934071
P43686,20141108_H2heavyN2light_1,116608174.0,184349446.0,-0.6607741587827712
P43686,20141108_H2heavyN2light_2,12820816.0,16531811.0,-0.36675668794073124
P43686,20141108_H3heavyN3light_1,41193390.0,41829316.0,-0.022101549654412526
P43686,20141108_H3heavyN3light_2,77195010.0,91691830.0,-0.24828559880120593
P46940,20141108_H1heavyN1light_2,722429400.0,763335722.0,-0.07946110108874892
P46940,20141108_H2heavyN2light_1,443798000.0,463888480.0,-0.0638748534208733
P46940,20141108_H2heavyN2light_2,504116860.0,546332800.0,-0.11602183468609656
P46940,20141108_H3heavyN3light_2,476212166.5,591047714.5,-0.31167012221249907
P48163,20141108_H1heavyN1light_1,237701860.0,342733060.0,-0.5279321684928959
P48163,20141108_H1heavyN1light_2,132759464.0,196234140.0,-0.5637613476426666
P48163,20141108_H1heavyN1light_3,139206510.0,136218400.0,0.0313050887574866
P48163,20141108_H2heavyN2light_1,348729000.0,539142400.0,-0.6285600301299941
P48163,20141108_H2heavyN2light_2,47482904.0,65617440.0,-0.46667113837000546
P48163,20141108_H3heavyN3light_1,73898340.0,104105464.0,-0.4944319286484348
P48163,20141108_H3heavyN3light_2,231994510.0,314228930.0,-0.4377253455116778
P48163,20141108_H3heavyN3light_3,252396960.0,270814430.0,-0.10161007926105504
P48729,20141108_H1heavyN1light_3,8575233.0,11435685.0,-0.41529500929028956
P49321,20141108_H3heavyN3light_2,25829558.0,24857054.0,0.05536763433813445
P49327,20141108_H1heavyN1light_1,33557144.0,84479840.0,-1.3319871670030095
P49327,20141108_H1heavyN1light_2,20052824.0,43611084.0,-1.12088942767915
P49327,20141108_H1heavyN1light_4,320344350.0,465857470.0,-0.5402650815082236
P49327,20141108_H2heavyN2light_2,4562954.0,9479594.0,-1.0548571617178035
P49327,20141108_H2heavyN2light_4,1098128400.0,1840316900.0,-0.7449074646656703
P49327,20141108_H3heavyN3light_2,4918122.5,37291290.0,-2.922659129475981
P49588,20141108_H1heavyN1light_1,785607300.0,993803400.0,-0.3391521421557204
P49588,20141108_H1heavyN1light_2,352106000.0,397093920.0,-0.17347046018248707
P49588,20141108_H2heavyN2light_1,902601200.0,1141962000.0,-0.3393540425736148
P49588,20141108_H2heavyN2light_2,78975780.0,106899600.0,-0.4367742688963447
P49588,20141108_H3heavyN3light_1,423905200.0,475715330.0,-0.16635685323187088
P49588,20141108_H3heavyN3light_2,627882240.0,658953700.0,-0.06968309539590566
P49770,20141108_H3heavyN3light_2,13747926.0,24376826.0,-0.8262962998189246
P49902,20141108_H1heavyN1light_1,12299339.0,39084892.0,-1.6680302680148562
P49902,20141108_H2heavyN2light_1,8357759.5,39704804.0,-2.2481254239322763
P50454,20141108_H2heavyN2light_1,8113510.0,6271991.0,0.37140268709503177
P52209,20141108_H1heavyN1light_1,320548060.0,408218850.0,-0.3488021247395117
P52209,20141108_H2heavyN2light_1,162146300.0,215915680.0,-0.41317191357996136
P52209,20141108_H3heavyN3light_1,153699040.0,189078780.0,-0.2988793070616421
P52292,20141108_H1heavyN1light_2,16681474.0,45505612.0,-1.4477977041887469
P52292,20141108_H2heavyN2light_3,23649832.0,58199824.0,-1.2991848551295173
P54619,20141108_H1heavyN1light_3,3715479.0,4794390.0,-0.36779905472018065
P54725,20141108_H1heavyN1light_2,55644172.0,64962976.0,-0.22338713289621434
P54725,20141108_H1heavyN1light_3,60332520.0,68947630.0,-0.1925651186563236
P54725,20141108_H2heavyN2light_1,72374870.0,83503500.0,-0.20634781683634956
P54725,20141108_H3heavyN3light_2,55826962.0,56050330.0,-0.005760817558582134
P54727,20141108_H1heavyN1light_3,284409440.0,355716030.0,-0.32275663843943075
P54727,20141108_H2heavyN2light_3,312631400.0,355995800.0,-0.18739753384725752
P54727,20141108_H3heavyN3light_3,202895490.0,241018370.0,-0.24840631339896382
P55060,20141108_H1heavyN1light_3,10540983.0,13309532.0,-0.33645043112809725
P55060,20141108_H3heavyN3light_3,28455628.0,33177766.0,-0.2215027274702181
P55072,20141108_H1heavyN1light_2,211844140.0,274862200.0,-0.3757052944369775
P55072,20141108_H2heavyN2light_3,405897900.0,622359900.0,-0.616632231381788
P55072,20141108_H3heavyN3light_3,238092080.0,342650560.0,-0.5252184138616741
P55209,20141108_H1heavyN1light_1,15041530.0,32729024.0,-1.1216192578783917
P55268,20141108_H3heavyN3light_1,4146684.5,2987963.2,0.47279590425179524
P55884,20141108_H3heavyN3light_1,43534520.0,68394904.0,-0.6517290194499461
P58107,20141108_H1heavyN1light_2,23782678.0,38086460.0,-0.6793670248313044
P58107,20141108_H1heavyN1light_3,203595970.0,222888284.0,-0.130611779280574
P58107,20141108_H1heavyN1light_4,66649184.0,88276348.0,-0.40543973423285623
P58107,20141108_H2heavyN2light_1,25399824.0,27100962.0,-0.09352556334658525
P58107,20141108_H2heavyN2light_3,91308520.0,108306574.0,-0.2462994248994498
P58107,20141108_H2heavyN2light_4,63934372.0,61175030.0,0.06364884868792196
P58107,20141108_H3heavyN3light_3,309725630.0,260565065.0,0.24934710293810025
P58107,20141108_H3heavyN3light_4,172485312.0,184762060.0,-0.09919502236760071
P60174,20141108_H2heavyN2light_4,17227004000.0,16982807000.0,0.020596885777916695
P60953,20141108_H1heavyN1light_1,153614610.0,218282200.0,-0.506879054753669
P60953,20141108_H1heavyN1light_2,1010960960.0,1422729500.0,-0.49293410577743935
P60953,20141108_H1heavyN1light_3,649664450.0,816640900.0,-0.33000706190603235
P60953,20141108_H2heavyN2light_1,278663940.0,417446340.0,-0.5830644352881824
P60953,20141108_H2heavyN2light_2,1022007040.0,1449657000.0,-0.5043064536905277
P60953,20141108_H2heavyN2light_3,602484600.0,855842100.0,-0.5064202834293615
P60953,20141108_H2heavyN2light_4,94051940.0,113986800.0,-0.27733715832358935
P60953,20141108_H3heavyN3light_1,112250420.0,142300500.0,-0.3422198880445306
P60953,20141108_H3heavyN3light_2,635574700.0,838013700.0,-0.3989121323586573
P60953,20141108_H3heavyN3light_3,1173245400.0,1380114600.0,-0.23428326451039197
P61247,20141108_H1heavyN1light_2,37290264.0,52700836.0,-0.49902683685157523
P61247,20141108_H2heavyN2light_2,2510307.0,5114289.5,-1.0266700177274588
P61247,20141108_H3heavyN3light_2,6167722.0,8503727.0,-0.4633575423556587
P61960,20141108_H1heavyN1light_2,350624300.0,446736100.0,-0.3494968556628345
P61960,20141108_H2heavyN2light_2,368203780.0,417388800.0,-0.18088745091845299
P61960,20141108_H3heavyN3light_2,554223740.0,567933760.0,-0.035254163697183365
P61978,20141108_H1heavyN1light_1,855740098.0,1007021616.0,-0.2348500528986876
P61978,20141108_H1heavyN1light_2,3761304830.0,4450565930.0,-0.24275556712303134
P61978,20141108_H1heavyN1light_3,2996484900.0,3614388700.0,-0.2704805615755564
P61978,20141108_H2heavyN2light_1,1507505500.0,1872465400.0,-0.31277579468138483
P61978,20141108_H2heavyN2light_2,2990535345.8,3710981680.0,-0.31139710966323436
P61978,20141108_H2heavyN2light_3,2282575400.0,2850659600.0,-0.3206332586166731
P61978,20141108_H3heavyN3light_1,876738750.0,889966700.0,-0.02160434213365673
P61978,20141108_H3heavyN3light_2,2895432000.0,3092098039.0,-0.09480744737118552
P61978,20141108_H3heavyN3light_3,4524441000.0,4940958000.0,-0.1270512358481544
P61981,20141108_H1heavyN1light_1,217451040.0,218807280.0,-0.008970130475452106
P62081,20141108_H1heavyN1light_5,1390335200.0,1919610400.0,-0.46538078589971915
P62081,20141108_H2heavyN2light_5,2233514000.0,2991690800.0,-0.4216457784775705
P62191,20141108_H3heavyN3light_2,156068640.0,127264010.0,0.2943561895628072
P62258,20141108_H1heavyN1light_1,479925800.0,522245440.0,-0.12191661843083033
P62258,20141108_H2heavyN2light_1,212343300.0,224207170.0,-0.07843382682372169
P62258,20141108_H2heavyN2light_2,6476145.0,7753653.5,-0.25974097674653834
P62258,20141108_H3heavyN3light_1,241682290.0,235373460.0,0.038160103524429945
P62258,20141108_H3heavyN3light_2,108356590.0,99062880.0,0.12937042814786234
P62736,20141108_H2heavyN2light_5,31789822000.0,40056988000.0,-0.33348900639410345
P62937,20141108_H1heavyN1light_2,788760060.0,748091600.0,0.07637156905054383
P62937,20141108_H1heavyN1light_3,1094020500.0,1138179700.0,-0.05708858170533814
P62937,20141108_H1heavyN1light_4,259883090.0,263400210.0,-0.019393731818616415
P62937,20141108_H2heavyN2light_1,487973440.0,462814750.0,0.07636778103807954
P62937,20141108_H2heavyN2light_2,609109500.0,557529800.0,0.12765268641928756
P62937,20141108_H2heavyN2light_3,1071610900.0,1043694100.0,0.03808223162451918
P62937,20141108_H2heavyN2light_4,239554420.0,248428900.0,-0.052479580810256256
P62937,20141108_H3heavyN3light_2,352255870.0,311851200.0,0.1757659374360708
P62937,20141108_H3heavyN3light_3,1318816900.0,1092827400.0,0.27117871840003077
P63010,20141108_H2heavyN2light_2,162133890.0,263005070.0,-0.6979049295152505
P63027,20141108_H1heavyN1light_2,90962400.0,105443360.0,-0.2131260236433509
P63027,20141108_H2heavyN2light_2,17949304.0,25813184.0,-0.5241802023297785
P63104,20141108_H1heavyN1light_1,3374290560.0,3393915770.0,-0.008366551228999097
P63104,20141108_H1heavyN1light_2,1098218690.0,1030906830.0,0.09125141654266296
P63104,20141108_H1heavyN1light_3,229095950.0,198719170.0,0.20522090173265028
P63104,20141108_H1heavyN1light_4,35771508.0,36677268.0,-0.03607524158454939
P63104,20141108_H1heavyN1light_5,5363175.5,6069239.0,-0.17842816982910253
P63104,20141108_H2heavyN2light_1,2054531790.0,2100643460.0,-0.032021662020826056
P63104,20141108_H2heavyN2light_2,227607610.0,255242116.0,-0.16531760478960714
P63104,20141108_H2heavyN2light_3,70176184.0,71867256.0,-0.034353103007454706
P63104,20141108_H2heavyN2light_4,394877820.0,376749570.0,0.06780046972667057
P63104,20141108_H3heavyN3light_1,1282986976.0,1150056536.0,0.15780174043212394
P63104,20141108_H3heavyN3light_2,802797580.0,688100080.0,0.2224178562957902
P63104,20141108_H3heavyN3light_3,414090750.0,359670180.0,0.20327242439664545
P63104,20141108_H3heavyN3light_4,4655821370.0,4432426100.0,0.07093912952685315
P63241,20141108_H1heavyN1light_1,229461440.0,308857440.0,-0.4286893485169972
P63241,20141108_H1heavyN1light_2,17697804.0,58713384.0,-1.7301190529316703
P63241,20141108_H2heavyN2light_1,63495770.0,109958100.0,-0.7922214935463144
P63241,20141108_H3heavyN3light_2,19178392.0,31105086.0,-0.6976687314678481
P67809,20141108_H1heavyN1light_3,3275619851.0,5567194656.0,-0.7651825915994466
P67809,20141108_H1heavyN1light_4,7202800820.0,12033391980.0,-0.7404134526965049
P67809,20141108_H2heavyN2light_4,5046295632.0,9414388153.0,-0.8996426086453024
P67809,20141108_H3heavyN3light_4,927853800.0,1361326000.0,-0.5530431879490835
P68363,20141108_H1heavyN1light_1,90330630.0,127523490.0,-0.49747584211519125
P68363,20141108_H2heavyN2light_1,243650830.0,169778580.0,0.5211606833741611
P68363,20141108_H2heavyN2light_2,46008424.0,43386450.0,0.08465349268774376
P68363,20141108_H3heavyN3light_2,272001400.0,206766260.0,0.39561329038558274
P68363,20141108_H3heavyN3light_3,116905900.0,125613590.0,-0.10364481475306893
P78347,20141108_H1heavyN1light_1,50503710.0,55576492.0,-0.13808540213185697
P78347,20141108_H2heavyN2light_1,52969830.0,74842370.0,-0.49868436598877586
P78527,20141108_H1heavyN1light_3,46523410.0,60519264.0,-0.37943759735854005
P78527,20141108_H2heavyN2light_2,3094946.8,4592352.0,-0.5693186169185704
P78527,20141108_H2heavyN2light_3,32328686.0,41083440.0,-0.3457421162133626
P78527,20141108_H3heavyN3light_3,57876760.0,65440184.0,-0.17719264415975675
P78527,20141108_H3heavyN3light_4,20007996.0,32374149.75,-0.6942656292456615
P80723,20141108_H1heavyN1light_4,7369583983.0,9023607842.5,-0.2921211902271269
P80723,20141108_H2heavyN2light_3,46230160.0,59639900.0,-0.3674434829441574
P80723,20141108_H2heavyN2light_4,2035169900.0,2310326300.0,-0.1829473871824328
P80723,20141108_H3heavyN3light_4,3666255913.5,3785955563.5,-0.046349984963477274
Q00610,20141108_H1heavyN1light_1,782902600.0,1068647550.0,-0.4488813773450494
Q00610,20141108_H1heavyN1light_2,170576620.0,223004510.0,-0.3866529693006658
Q00610,20141108_H1heavyN1light_3,79950800.0,118765530.0,-0.5709318005272672
Q00610,20141108_H2heavyN2light_1,862807500.0,1139637200.0,-0.4014639975783421
Q00610,20141108_H2heavyN2light_2,22254544.0,27290970.0,-0.2943237330905832
Q00610,20141108_H2heavyN2light_3,23688024.0,27924100.0,-0.23735292574899858
Q00610,20141108_H2heavyN2light_4,69859380.0,95118930.0,-0.44527864727743244
Q00610,20141108_H3heavyN3light_1,97355730.0,113119840.0,-0.2165141863933518
Q00610,20141108_H3heavyN3light_2,158713360.0,201366880.0,-0.3434028393896607
Q00610,20141108_H3heavyN3light_3,239325150.0,285977060.0,-0.2569274105303429
Q00610,20141108_H3heavyN3light_4,70595020.0,87655860.0,-0.31228412702597735
Q01518,20141108_H1heavyN1light_1,267465760.0,355098430.0,-0.40886476704296304
Q01518,20141108_H1heavyN1light_2,1128516060.0,1254749400.0,-0.1529723064437485
Q01518,20141108_H1heavyN1light_3,1912749600.0,2137517600.0,-0.16028827761579265
Q01518,20141108_H1heavyN1light_4,428771200.0,496417150.0,-0.21134495280562218
Q01518,20141108_H1heavyN1light_5,23875564.0,25216492.0,-0.07883277507942466
Q01518,20141108_H2heavyN2light_1,681036580.0,833627476.0,-0.29167053830250095
Q01518,20141108_H2heavyN2light_2,414978880.0,454692770.0,-0.13185415061128328
Q01518,20141108_H2heavyN2light_3,1729137900.0,1953000400.0,-0.175639315164687
Q01518,20141108_H2heavyN2light_4,440406620.0,484040600.0,-0.13629190685723375
Q01518,20141108_H3heavyN3light_1,32687356.0,24033862.0,0.4436641920787282
Q01518,20141108_H3heavyN3light_2,707322740.0,694723450.0,0.025929848311223577
Q01518,20141108_H3heavyN3light_3,4111451100.0,4275320800.0,-0.05638500698920078
Q01518,20141108_H3heavyN3light_4,1119429500.0,1180479500.0,-0.07660931592505545
Q04760,20141108_H3heavyN3light_2,8197755.0,10102292.0,-0.3013818686082915
Q04837,20141108_H1heavyN1light_2,54060860.0,72052184.0,-0.4144576986742224
Q04837,20141108_H2heavyN2light_2,117930400.0,139465630.0,-0.2419739641764784
Q04917,20141108_H1heavyN1light_1,82538664.0,76923230.0,0.10165074396798153
Q05519,20141108_H1heavyN1light_2,45324910.0,82575170.0,-0.865403879367762
Q05519,20141108_H3heavyN3light_2,59628520.0,93116670.0,-0.6430369370744395
Q07021,20141108_H1heavyN1light_1,109205200.0,162037870.0,-0.5692894715407452
Q07021,20141108_H3heavyN3light_1,132577760.0,162299760.0,-0.29182208373380253
Q07157,20141108_H2heavyN2light_2,12722386.0,34090764.0,-1.4220116677515378
Q08945,20141108_H1heavyN1light_1,228269890.0,346623500.0,-0.6026288950277467
Q08945,20141108_H3heavyN3light_1,159236720.0,187599740.0,-0.23648476854655998
Q09666,20141108_H2heavyN2light_5,211160540.0,132580070.0,0.6714763408291791
Q10567,20141108_H1heavyN1light_2,486411600.0,612640500.0,-0.33286310799166496
Q10567,20141108_H2heavyN2light_1,236933940.0,328032160.0,-0.46935238774401006
Q10567,20141108_H2heavyN2light_2,141065440.0,229581920.0,-0.7026444500874547
Q10567,20141108_H3heavyN3light_2,204597040.0,245255200.0,-0.2614984522750322
Q12797,20141108_H1heavyN1light_1,175536220.0,166522600.0,0.07605075647997038
Q12797,20141108_H2heavyN2light_1,59442.2,65584.4,-0.1418651820452717
